Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
MDC,MDC HOLDINGS INC,Equity,0.2,33.65,"1,756,535.00","59,107,402.75","59,107,402.75",Consumer Discretionary,2561204,US5526761086,New York Stock Exchange Inc.
NTGR,NETGEAR INC,Equity,0.2,41.95,"1,400,570.00","58,753,911.50","58,753,911.50",Information Technology,2688363,US64111Q1040,NASDAQ
BOBE,BOB EVANS FARMS INC,Equity,0.2,70.41,"833,666.00","58,698,423.06","58,698,423.06",Consumer Discretionary,2107750,US0967611015,NASDAQ
CHSP,CHESAPEAKE LODGING TRUST REIT TRUS,Equity,0.2,23.05,"2,540,391.00","58,556,012.55","58,556,012.55",Real Estate,B4TC8L1,US1652401027,New York Stock Exchange Inc.
MYGN,MYRIAD GENETICS INC,Equity,0.2,20.35,"2,875,436.00","58,515,122.60","58,515,122.60",Health Care,2614153,US62855J1043,NASDAQ
SRCI,SRC ENERGY INC,Equity,0.2,6.88,"8,482,697.00","58,360,955.36","58,360,955.36",Energy,BD8ZX20,US78470V1089,Nyse Mkt Llc
THRM,GENTHERM INC,Equity,0.2,37.7,"1,546,378.00","58,298,450.60","58,298,450.60",Consumer Discretionary,B8JFD24,US37253A1034,NASDAQ
TTMI,TTM TECHNOLOGIES INC,Equity,0.2,16.24,"3,579,765.00","58,135,383.60","58,135,383.60",Information Technology,2635659,US87305R1095,NASDAQ
WABC,WESTAMERICA BANCORPORATION,Equity,0.19,51.31,"1,117,313.00","57,329,330.03","57,329,330.03",Financials,2950374,US9570901036,NASDAQ
MDXG,MIMEDX GROUP INC,Equity,0.19,13.68,"4,170,920.00","57,058,185.60","57,058,185.60",Health Care,B1Z3TW5,US6024961012,NASDAQ
CRZO,CARRIZO OIL AND GAS INC,Equity,0.19,21.94,"2,596,957.00","56,977,236.58","56,977,236.58",Energy,2092801,US1445771033,NASDAQ
TILE,INTERFACE INC,Equity,0.19,20.55,"2,733,821.00","56,180,021.55","56,180,021.55",Industrials,B86V808,US4586653044,NASDAQ
RGEN,REPLIGEN CORP,Equity,0.19,39.24,"1,428,382.00","56,049,709.68","56,049,709.68",Health Care,2731654,US7599161095,NASDAQ
CTRE,CARETRUST REIT INC,Equity,0.19,18.25,"3,060,999.00","55,863,231.75","55,863,231.75",Real Estate,BMP8TL6,US14174T1079,NASDAQ
SYKE,SYKES ENTERPRISES INC,Equity,0.19,33.33,"1,676,039.00","55,862,379.87","55,862,379.87",Information Technology,2860536,US8712371033,NASDAQ
KAMN,KAMAN CORP,Equity,0.19,48.31,"1,153,632.00","55,731,961.92","55,731,961.92",Industrials,2483223,US4835481031,New York Stock Exchange Inc.
CSGS,CSG SYSTEMS INTERNATIONAL INC,Equity,0.19,39.89,"1,396,418.00","55,703,114.02","55,703,114.02",Information Technology,2210885,US1263491094,NASDAQ
NP,NEENAH PAPER INC,Equity,0.19,78,"712,385.00","55,566,030.00","55,566,030.00",Materials,B03W0P7,US6400791090,New York Stock Exchange Inc.
RMBS,RAMBUS INC,Equity,0.19,11.84,"4,680,701.00","55,419,499.84","55,419,499.84",Information Technology,2721967,US7509171069,NASDAQ
FN,FABRINET,Equity,0.19,35.23,"1,571,454.00","55,362,324.42","55,362,324.42",Information Technology,B4JSZL8,KYG3323L1005,New York Stock Exchange Inc.
WD,WALKER & DUNLOP INC,Equity,0.19,46.71,"1,180,923.00","55,160,913.33","55,160,913.33",Financials,B4TZV44,US93148P1021,New York Stock Exchange Inc.
CBL,CBL AND ASSOCIATES PROPERTIES REIT,Equity,0.19,7.69,"7,134,806.00","54,866,658.14","54,866,658.14",Real Estate,2167475,US1248301004,New York Stock Exchange Inc.
LZB,LA-Z-BOY INC,Equity,0.19,26.5,"2,067,861.00","54,798,316.50","54,798,316.50",Consumer Discretionary,2508405,US5053361078,New York Stock Exchange Inc.
EIG,EMPLOYERS HOLDINGS INC,Equity,0.18,40.05,"1,363,991.00","54,627,839.55","54,627,839.55",Financials,B1Q1RR9,US2922181043,New York Stock Exchange Inc.
SONC,SONIC CORP,Equity,0.18,29.22,"1,861,480.00","54,392,445.60","54,392,445.60",Consumer Discretionary,2821113,US8354511052,NASDAQ
FIX,COMFORT SYSTEMS USA INC,Equity,0.18,34.45,"1,576,462.00","54,309,115.90","54,309,115.90",Industrials,2036047,US1999081045,New York Stock Exchange Inc.
VREX,VAREX IMAGING CORP,Equity,0.18,34.35,"1,580,314.00","54,283,785.90","54,283,785.90",Health Care,BDQYWV1,US92214X1063,NASDAQ
BOFI,BOFI HOLDING INC,Equity,0.18,22.2,"2,443,017.00","54,234,977.40","54,234,977.40",Financials,B0637D4,US05566U1088,NASDAQ
AMWD,AMERICAN WOODMARK CORP,Equity,0.18,92.8,"583,976.00","54,192,972.80","54,192,972.80",Industrials,2030674,US0305061097,NASDAQ
MATX,MATSON INC,Equity,0.18,29.26,"1,830,482.00","53,559,903.32","53,559,903.32",Industrials,B8GNC91,US57686G1058,New York Stock Exchange Inc.
AAXN,AXON ENTERPRISE INC,Equity,0.18,24.01,"2,225,661.00","53,438,120.61","53,438,120.61",Industrials,BDT5S35,US05464C1018,NASDAQ
CNMD,CONMED CORP,Equity,0.18,50.77,"1,050,200.00","53,318,654.00","53,318,654.00",Health Care,2216010,US2074101013,NASDAQ
GBX,GREENBRIER INC,Equity,0.18,44.25,"1,201,979.00","53,187,570.75","53,187,570.75",Industrials,2387530,US3936571013,New York Stock Exchange Inc.
AXL,AMERICAN AXLE AND MANUFACTURING HO,Equity,0.18,15.11,"3,504,228.00","52,948,885.08","52,948,885.08",Consumer Discretionary,2382416,US0240611030,New York Stock Exchange Inc.
MINI,MOBILE MINI INC,Equity,0.18,28,"1,886,403.00","52,819,284.00","52,819,284.00",Industrials,2548177,US60740F1057,NASDAQ
TNC,TENNANT,Equity,0.18,70,"751,711.00","52,619,770.00","52,619,770.00",Industrials,2883641,US8803451033,New York Stock Exchange Inc.
EGOV,NIC INC,Equity,0.18,20.25,"2,595,226.00","52,553,326.50","52,553,326.50",Information Technology,2438126,US62914B1008,NASDAQ
EGHT,8X8 INC,Equity,0.18,13.65,"3,816,449.00","52,094,528.85","52,094,528.85",Information Technology,2037170,US2829141009,NASDAQ
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Equity,0.18,48.7,"1,069,179.00","52,069,017.30","52,069,017.30",Industrials,B01Z8P4,US0491642056,NASDAQ
SCSS,SELECT COMFORT CORP,Equity,0.18,28.8,"1,799,654.00","51,830,035.20","51,830,035.20",Consumer Discretionary,2320892,US81616X1037,NASDAQ
QLYS,QUALYS INC,Equity,0.17,42,"1,231,044.00","51,703,848.00","51,703,848.00",Information Technology,B7XJTN8,US74758T3032,NASDAQ
BPFH,BOSTON PRIVATE FINANCIAL HOLDINGS,Equity,0.17,14.5,"3,562,790.00","51,660,455.00","51,660,455.00",Financials,2081133,US1011191053,NASDAQ
RAVN,RAVEN INDUSTRIES INC,Equity,0.17,33.85,"1,520,121.00","51,456,095.85","51,456,095.85",Industrials,2725851,US7542121089,NASDAQ
FSP,FRANKLIN STREET PROPERTIES REIT CO,Equity,0.17,11.25,"4,549,124.00","51,177,645.00","51,177,645.00",Real Estate,B02T2D1,US35471R1068,Nyse Mkt Llc
ELY,CALLAWAY GOLF,Equity,0.17,12.74,"4,016,204.00","51,166,438.96","51,166,438.96",Consumer Discretionary,2173933,US1311931042,New York Stock Exchange Inc.
WNC,WABASH NATIONAL CORP,Equity,0.17,19.99,"2,544,223.00","50,859,017.77","50,859,017.77",Industrials,2932048,US9295661071,New York Stock Exchange Inc.
GPI,GROUP AUTOMOTIVE INC,Equity,0.17,60.15,"842,987.00","50,705,668.05","50,705,668.05",Consumer Discretionary,2121352,US3989051095,New York Stock Exchange Inc.
AAOI,APPLIED OPTOELECTRONICS INC,Equity,0.17,69.82,"724,597.00","50,591,362.54","50,591,362.54",Information Technology,BDW0D09,US03823U1025,NASDAQ
